Fold,Optimal Threshold
Fold_0,0.014
Fold_1,0.018000000000000002
Fold_2,0.024
Fold_3,0.02
Fold_4,0.014
Fold_5,0.02
Fold_6,0.016
Fold_7,0.02
Fold_8,0.016
Fold_9,0.018000000000000002
Fold_10,0.016
Fold_11,0.014
Fold_12,0.012
Fold_13,0.02
Fold_14,0.018000000000000002
Fold_15,0.018000000000000002
Fold_16,0.014
Fold_17,0.018000000000000002
Fold_18,0.016
Fold_19,0.024
