Fold,Optimal Threshold
Fold_0,0.062
Fold_1,0.07200000000000001
Fold_2,0.054
Fold_3,0.056
Fold_4,0.076
Fold_5,0.076
Fold_6,0.062
Fold_7,0.06
Fold_8,0.088
Fold_9,0.068
Fold_10,0.058
Fold_11,0.068
Fold_12,0.08600000000000001
Fold_13,0.058
Fold_14,0.068
Fold_15,0.062
Fold_16,0.06
Fold_17,0.088
Fold_18,0.06
Fold_19,0.068
