Fold,Optimal Threshold
Fold_0,0.062
Fold_1,0.062
Fold_2,0.05
Fold_3,0.04
Fold_4,0.054
Fold_5,0.032
Fold_6,0.038
Fold_7,0.064
Fold_8,0.042
Fold_9,0.064
Fold_10,0.054
Fold_11,0.05
Fold_12,0.044
Fold_13,0.042
Fold_14,0.042
Fold_15,0.042
Fold_16,0.058
Fold_17,0.052000000000000005
Fold_18,0.05
Fold_19,0.062
