Fold,Optimal Threshold
Fold_0,0.042
Fold_1,0.026000000000000002
Fold_2,0.03
Fold_3,0.02
Fold_4,0.024
Fold_5,0.03
Fold_6,0.02
Fold_7,0.038
Fold_8,0.03
Fold_9,0.04
Fold_10,0.026000000000000002
Fold_11,0.03
Fold_12,0.038
Fold_13,0.028
Fold_14,0.03
Fold_15,0.04
Fold_16,0.038
Fold_17,0.03
Fold_18,0.04
Fold_19,0.02
