Fold,Optimal Threshold
Fold_0,0.068
Fold_1,0.06
Fold_2,0.06
Fold_3,0.062
Fold_4,0.07200000000000001
Fold_5,0.062
Fold_6,0.068
Fold_7,0.064
Fold_8,0.07200000000000001
Fold_9,0.064
Fold_10,0.06
Fold_11,0.068
Fold_12,0.058
Fold_13,0.066
Fold_14,0.064
Fold_15,0.07
Fold_16,0.066
Fold_17,0.068
Fold_18,0.06
Fold_19,0.068
