Fold,Optimal Threshold
Fold_0,0.08600000000000001
Fold_1,0.088
Fold_2,0.07
Fold_3,0.094
Fold_4,0.088
Fold_5,0.096
Fold_6,0.096
Fold_7,0.084
Fold_8,0.094
Fold_9,0.09
Fold_10,0.1
Fold_11,0.096
Fold_12,0.07
Fold_13,0.09
Fold_14,0.088
Fold_15,0.088
Fold_16,0.08600000000000001
Fold_17,0.094
Fold_18,0.09
Fold_19,0.06
