Fold,Optimal Threshold
Fold_0,0.122
Fold_1,0.122
Fold_2,0.122
Fold_3,0.088
Fold_4,0.10200000000000001
Fold_5,0.11
Fold_6,0.112
Fold_7,0.128
Fold_8,0.088
Fold_9,0.128
Fold_10,0.116
Fold_11,0.116
Fold_12,0.128
Fold_13,0.128
Fold_14,0.10400000000000001
Fold_15,0.116
Fold_16,0.128
Fold_17,0.116
Fold_18,0.10400000000000001
Fold_19,0.128
