Fold,Optimal Threshold
Fold_0,0.156
Fold_1,0.132
Fold_2,0.112
Fold_3,0.116
Fold_4,0.126
Fold_5,0.124
Fold_6,0.114
Fold_7,0.156
Fold_8,0.112
Fold_9,0.134
Fold_10,0.134
Fold_11,0.134
Fold_12,0.114
Fold_13,0.138
Fold_14,0.156
Fold_15,0.112
Fold_16,0.132
Fold_17,0.156
Fold_18,0.116
Fold_19,0.112
