Fold,Optimal Threshold
Fold_0,0.026000000000000002
Fold_1,0.028
Fold_2,0.022
Fold_3,0.024
Fold_4,0.028
Fold_5,0.024
Fold_6,0.026000000000000002
Fold_7,0.028
Fold_8,0.02
Fold_9,0.032
Fold_10,0.028
Fold_11,0.024
Fold_12,0.034
Fold_13,0.024
Fold_14,0.024
Fold_15,0.024
Fold_16,0.028
Fold_17,0.028
Fold_18,0.022
Fold_19,0.02
