Fold,Optimal Threshold
Fold_0,0.128
Fold_1,0.132
Fold_2,0.11
Fold_3,0.128
Fold_4,0.112
Fold_5,0.11800000000000001
Fold_6,0.112
Fold_7,0.116
Fold_8,0.088
Fold_9,0.112
Fold_10,0.112
Fold_11,0.11
Fold_12,0.116
Fold_13,0.116
Fold_14,0.11
Fold_15,0.132
Fold_16,0.116
Fold_17,0.088
Fold_18,0.112
Fold_19,0.128
