Fold,Optimal Threshold
Fold_0,0.058
Fold_1,0.076
Fold_2,0.08600000000000001
Fold_3,0.07200000000000001
Fold_4,0.058
Fold_5,0.074
Fold_6,0.074
Fold_7,0.08600000000000001
Fold_8,0.09
Fold_9,0.08600000000000001
Fold_10,0.09
Fold_11,0.062
Fold_12,0.07
Fold_13,0.07
Fold_14,0.09
Fold_15,0.056
Fold_16,0.044
Fold_17,0.08
Fold_18,0.07
Fold_19,0.08600000000000001
