Fold,Optimal Threshold
Fold_0,0.114
Fold_1,0.128
Fold_2,0.106
Fold_3,0.134
Fold_4,0.124
Fold_5,0.124
Fold_6,0.11800000000000001
Fold_7,0.114
Fold_8,0.11800000000000001
Fold_9,0.13
Fold_10,0.13
Fold_11,0.134
Fold_12,0.124
Fold_13,0.11800000000000001
Fold_14,0.12
Fold_15,0.124
Fold_16,0.106
Fold_17,0.124
Fold_18,0.12
Fold_19,0.164
