Fold,Optimal Threshold
Fold_0,0.052000000000000005
Fold_1,0.054
Fold_2,0.052000000000000005
Fold_3,0.08
Fold_4,0.064
Fold_5,0.048
Fold_6,0.04
Fold_7,0.04
Fold_8,0.074
Fold_9,0.056
Fold_10,0.05
Fold_11,0.056
Fold_12,0.064
Fold_13,0.056
Fold_14,0.048
Fold_15,0.046
Fold_16,0.074
Fold_17,0.054
Fold_18,0.042
Fold_19,0.044
