Fold,Optimal Threshold
Fold_0,0.066
Fold_1,0.064
Fold_2,0.062
Fold_3,0.06
Fold_4,0.066
Fold_5,0.062
Fold_6,0.066
Fold_7,0.07200000000000001
Fold_8,0.06
Fold_9,0.068
Fold_10,0.064
Fold_11,0.064
Fold_12,0.074
Fold_13,0.06
Fold_14,0.066
Fold_15,0.078
Fold_16,0.048
Fold_17,0.064
Fold_18,0.064
Fold_19,0.062
