Fold,Optimal Threshold
Fold_0,0.008
Fold_1,0.008
Fold_2,0.016
Fold_3,0.008
Fold_4,0.01
Fold_5,0.016
Fold_6,0.016
Fold_7,0.01
Fold_8,0.018000000000000002
Fold_9,0.016
Fold_10,0.016
Fold_11,0.018000000000000002
Fold_12,0.016
Fold_13,0.014
Fold_14,0.022
Fold_15,0.014
Fold_16,0.018000000000000002
Fold_17,0.016
Fold_18,0.016
Fold_19,0.016
