Fold,Optimal Threshold
Fold_0,0.018000000000000002
Fold_1,0.02
Fold_2,0.018000000000000002
Fold_3,0.014
Fold_4,0.018000000000000002
Fold_5,0.018000000000000002
Fold_6,0.024
Fold_7,0.016
Fold_8,0.026000000000000002
Fold_9,0.018000000000000002
Fold_10,0.018000000000000002
Fold_11,0.024
Fold_12,0.018000000000000002
Fold_13,0.018000000000000002
Fold_14,0.018000000000000002
Fold_15,0.028
Fold_16,0.018000000000000002
Fold_17,0.028
Fold_18,0.018000000000000002
Fold_19,0.01
