Fold,Optimal Threshold
Fold_0,0.026000000000000002
Fold_1,0.042
Fold_2,0.038
Fold_3,0.036000000000000004
Fold_4,0.026000000000000002
Fold_5,0.038
Fold_6,0.038
Fold_7,0.056
Fold_8,0.042
Fold_9,0.04
Fold_10,0.04
Fold_11,0.04
Fold_12,0.056
Fold_13,0.038
Fold_14,0.034
Fold_15,0.038
Fold_16,0.044
Fold_17,0.044
Fold_18,0.038
Fold_19,0.056
