Fold,Optimal Threshold
Fold_0,0.044
Fold_1,0.048
Fold_2,0.048
Fold_3,0.042
Fold_4,0.058
Fold_5,0.058
Fold_6,0.052000000000000005
Fold_7,0.042
Fold_8,0.058
Fold_9,0.052000000000000005
Fold_10,0.048
Fold_11,0.052000000000000005
Fold_12,0.05
Fold_13,0.05
Fold_14,0.058
Fold_15,0.048
Fold_16,0.046
Fold_17,0.044
Fold_18,0.052000000000000005
Fold_19,0.042
