Fold,Optimal Threshold
Fold_0,0.048
Fold_1,0.056
Fold_2,0.048
Fold_3,0.056
Fold_4,0.058
Fold_5,0.052000000000000005
Fold_6,0.052000000000000005
Fold_7,0.052000000000000005
Fold_8,0.056
Fold_9,0.064
Fold_10,0.048
Fold_11,0.054
Fold_12,0.054
Fold_13,0.054
Fold_14,0.048
Fold_15,0.052000000000000005
Fold_16,0.052000000000000005
Fold_17,0.068
Fold_18,0.064
Fold_19,0.048
